Pau;Avenue du Loup;286824000,2562891370,7325756748,2562891284,418894099,418863976,286825162,286825159,286825153,7231395803,286825152,7231395789,5129217008,418894097,286825168,8418818372,418845557,418845531,418845530,418914783,418845525,8952393405,286825166,370317043,669958805,8384412549,8635414473,286825170,459169341,2627270665,8164359258,2469885288,2627270709,459149826,2469885292,2443807668,370436052,8007718038,3334385689,2214323440,286825175,2443807672,1585161849,370436039,370436080,2447443790,8380269972,2443807684,459161248,2214322140,7506821635,7506821627,6654371819,385088877,2214322150,3345702532,459169405,341467929,459169409,305383483,8783804455,6985124482
Pau;Avenue des Sayettes;286824011,459161253,459161254,2926383605,459161255
Pau;Rue Jean-Jacques de Monaix;286825166,418845524,286826212,286826216
Pau;Avenue Honoré Baradat;286825168,2422882119,418845529,8972733282,418845554,418894051,418845553,7992263927,7992263926,8687651537,418845536,8384936167,7214267882,2326390480,5856146917
Pau;Avenue Pouguet;286825177,6845373722,418499247,8171487812,370436039,6845373712,6770187226,8920168702,6050917348,459825599,459825602,459825603,2848408177,459825604
Pau;Boulevard Bessières;286825177,8942192007
Pau;Rue Émile Garet;286826212,340280202,340280210,296917278,2783511452,340280221,878698428,5684841332,340271699,2527889959
Pau;Rue du Chanoine Laborde;286826212,418845537,2422882114,418845544,418845533,418845553
Pau;Place Peyroulet;286826241,3381689510,418914779,7503439700,418914783
Pau;Avenue des États-Unis;286830449,339665925,339665900
Pau;Rond-Point Théodore Monod;286832893,286832903,286832908,287098021,286832914,286832919
Pau;Rond-Point François Mitterrand;286832969,286832970,309902914,286832981,286832984,286832987,286832993,286832997
Pau;Boulevard Hauterive;286833010,6770187228,459825646,6480860271,6480860262,6480860272,459832034,459832045,6480860273,6480860274,8214141400,6480860270,8511266964,459832054,459825604,8214141398,6653943784,6985051484,6654009785,459832059,8777670833,459832058,7929236259,8214141399,6985072785,6846629975,6499879456,6499879452,6499889175,6499879461,6846629970,6499879465,6499879471,6985124477,6939265674,459825592,6939265676,459832060,8423673019,6985124476,6499879468,6846629976,6654009786,7929236258,8542451978,8542451981,766878076,8511266966,6384326151,7321987547,3286879348,3286879349,766837186,8164545095,356507049
Pau;Rue des Tiredous;286834106,2283213254,2283213244,2283213239,6140774060,418016863,2283213187,6140774068,418016871,2283213257,417999998,2283213259
